Date,Ordered Product Sales,Ordered Product Sales - B2B,Units Ordered,Units Ordered - B2B,Total Order Items,Total Order Items - B2B,Average Sales per Order Item,Average Sales per Order Item - B2B,Average Units per Order Item,Average Units per Order Item - B2B,Average Selling Price,Average Selling Price - B2B,Page Views - Mobile App,Page Views - Mobile APP - B2B,Page Views - Browser,Page Views - Browser - B2B,Page Views - Total,Page Views - Total - B2B,Sessions - Mobile App,Sessions - Mobile APP - B2B,Sessions - Browser,Sessions - Browser - B2B,Sessions - Total,Sessions - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Order Item Session Percentage,Order Item Session Percentage - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Average Offer Count,Average Parent Items,Units Refunded,Units Refunded – B2B,Refund Rate,Refund Rate – B2B,Feedback Received,Feedback Received – B2B,Negative Feedback Received,Negative Feedback Received – B2B,Received Negative Feedback Rate,Received Negative Feedback Rate – B2B,A-to-z Claims Granted,Claims Amount,A-to-z Claims Granted - B2B,Claims Amount - B2B,Shipped Product Sales,Shipped Product Sales - B2B,Units Shipped,Units Shipped - B2B,Orders Shipped,Orders Shipped - B2B
24/03/26,"₹3,772.00",₹0.00,2,0,2,0,"₹1,886.00",₹0.00,1.00,0.00,"₹1,886.00",₹0.00,658,7,273,2,931,9,478,7,205,2,683,9,98.47%,100.00%,0.29%,0.00%,0.29%,0.00%,202,202,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,561.88",₹0.00,7,0,7,0
25/03/26,"₹3,746.00",₹0.00,1,0,1,0,"₹3,746.00",₹0.00,1.00,0.00,"₹3,746.00",₹0.00,640,5,279,1,919,6,459,5,208,1,667,6,99.03%,100.00%,0.15%,0.00%,0.15%,0.00%,202,202,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
26/03/26,"₹2,605.00",₹0.00,1,0,1,0,"₹2,605.00",₹0.00,1.00,0.00,"₹2,605.00",₹0.00,622,2,326,1,948,3,445,2,214,1,659,3,99.16%,100.00%,0.15%,0.00%,0.15%,0.00%,202,202,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹3,174.58",₹0.00,1,0,1,0
27/03/26,"₹2,737.00",₹0.00,1,0,1,0,"₹2,737.00",₹0.00,1.00,0.00,"₹2,737.00",₹0.00,552,7,263,0,815,7,411,6,202,0,613,6,99.59%,100.00%,0.16%,0.00%,0.16%,0.00%,202,202,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
28/03/26,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,620,6,298,1,918,7,445,4,192,1,637,5,98.65%,100.00%,0.16%,0.00%,0.16%,0.00%,202,202,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
29/03/26,"₹2,999.00",₹0.00,1,0,1,0,"₹2,999.00",₹0.00,1.00,0.00,"₹2,999.00",₹0.00,682,8,258,2,940,10,470,7,197,2,667,9,98.70%,100.00%,0.15%,0.00%,0.15%,0.00%,201,201,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
30/03/26,"₹5,210.00",₹0.00,2,0,2,0,"₹2,605.00",₹0.00,1.00,0.00,"₹2,605.00",₹0.00,628,3,319,2,947,5,463,3,242,2,705,5,99.77%,100.00%,0.28%,0.00%,0.28%,0.00%,201,201,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,678.43",₹0.00,5,0,5,0
31/03/26,"₹7,738.00",₹0.00,4,0,4,0,"₹1,934.50",₹0.00,1.00,0.00,"₹1,934.50",₹0.00,681,3,317,4,998,7,463,3,236,2,699,5,98.75%,100.00%,0.57%,0.00%,0.57%,0.00%,199,199,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
01/04/26,"₹1,700.00",₹0.00,1,0,1,0,"₹1,700.00",₹0.00,1.00,0.00,"₹1,700.00",₹0.00,606,7,269,3,875,10,458,6,223,2,681,8,99.63%,100.00%,0.15%,0.00%,0.15%,0.00%,198,198,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,094.07",₹0.00,6,0,6,0
02/04/26,"₹2,344.00",₹0.00,1,0,1,0,"₹2,344.00",₹0.00,1.00,0.00,"₹2,344.00",₹0.00,579,9,271,1,850,10,433,7,199,1,632,8,99.23%,100.00%,0.16%,0.00%,0.16%,0.00%,198,198,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
03/04/26,"₹3,239.00",₹0.00,1,0,1,0,"₹3,239.00",₹0.00,1.00,0.00,"₹3,239.00",₹0.00,562,7,315,0,877,7,440,5,236,0,676,5,99.88%,100.00%,0.15%,0.00%,0.15%,0.00%,198,198,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
04/04/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,580,4,377,2,957,6,441,4,266,2,707,6,99.20%,100.00%,0.00%,0.00%,0.00%,0.00%,198,198,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹4,731.36",₹0.00,2,0,2,0
05/04/26,"₹1,699.00",₹0.00,1,0,1,0,"₹1,699.00",₹0.00,1.00,0.00,"₹1,699.00",₹0.00,695,1,327,1,"1,022",2,475,1,241,1,716,2,100.00%,100.00%,0.14%,0.00%,0.14%,0.00%,198,198,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
06/04/26,"₹2,226.00",₹0.00,1,0,1,0,"₹2,226.00",₹0.00,1.00,0.00,"₹2,226.00",₹0.00,600,3,254,1,854,4,450,3,183,1,633,4,100.00%,100.00%,0.16%,0.00%,0.16%,0.00%,198,198,2,0,200.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
07/04/26,"₹2,316.00",₹0.00,2,0,2,0,"₹1,158.00",₹0.00,1.00,0.00,"₹1,158.00",₹0.00,615,9,308,2,923,11,438,7,218,2,656,9,99.64%,100.00%,0.30%,0.00%,0.30%,0.00%,197,197,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
08/04/26,"₹3,772.00",₹0.00,2,0,2,0,"₹1,886.00",₹0.00,1.00,0.00,"₹1,886.00",₹0.00,568,8,250,2,818,10,420,4,201,2,621,6,99.86%,100.00%,0.32%,0.00%,0.32%,0.00%,197,197,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹5,325.88",₹0.00,4,0,4,0
09/04/26,"₹2,040.00",₹0.00,1,0,1,0,"₹2,040.00",₹0.00,1.00,0.00,"₹2,040.00",₹0.00,600,9,299,2,899,11,415,5,194,2,609,7,99.50%,100.00%,0.16%,0.00%,0.16%,0.00%,197,197,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
10/04/26,"₹6,083.00",₹0.00,3,0,3,0,"₹2,027.67",₹0.00,1.00,0.00,"₹2,027.67",₹0.00,512,4,265,1,777,5,410,3,187,1,597,4,99.72%,100.00%,0.50%,0.00%,0.50%,0.00%,195,195,1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,080.52",₹0.00,6,0,6,0
11/04/26,"₹2,474.00",₹0.00,1,0,1,0,"₹2,474.00",₹0.00,1.00,0.00,"₹2,474.00",₹0.00,541,4,290,0,831,4,384,3,211,0,595,3,99.73%,0.00%,0.17%,0.00%,0.17%,0.00%,195,195,3,0,300.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
12/04/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,575,6,257,1,832,7,417,6,186,1,603,7,99.60%,100.00%,0.00%,0.00%,0.00%,0.00%,195,195,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
13/04/26,"₹5,035.00",₹0.00,2,0,2,0,"₹2,517.50",₹0.00,1.00,0.00,"₹2,517.50",₹0.00,583,8,330,1,913,9,411,6,213,1,624,7,100.00%,100.00%,0.32%,0.00%,0.32%,0.00%,195,195,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
14/04/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,579,10,293,5,872,15,415,5,211,3,626,8,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,195,195,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹6,363.56",₹0.00,3,0,3,0
15/04/26,"₹2,605.00",₹0.00,1,0,1,0,"₹2,605.00",₹0.00,1.00,0.00,"₹2,605.00",₹0.00,586,18,272,1,858,19,405,12,209,1,614,13,99.73%,100.00%,0.16%,0.00%,0.16%,0.00%,195,195,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
16/04/26,"₹2,225.00",₹0.00,1,0,1,0,"₹2,225.00",₹0.00,1.00,0.00,"₹2,225.00",₹0.00,499,3,261,2,760,5,368,2,196,1,564,3,99.85%,100.00%,0.18%,0.00%,0.18%,0.00%,194,194,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
17/04/26,"₹4,273.00",₹0.00,1,0,1,0,"₹4,273.00",₹0.00,1.00,0.00,"₹4,273.00",₹0.00,582,4,252,1,834,5,440,4,194,1,634,5,99.73%,100.00%,0.16%,0.00%,0.16%,0.00%,194,194,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
18/04/26,"₹2,737.00",₹0.00,1,0,1,0,"₹2,737.00",₹0.00,1.00,0.00,"₹2,737.00",₹0.00,633,10,285,2,918,12,436,5,230,2,666,7,99.63%,100.00%,0.15%,0.00%,0.15%,0.00%,194,194,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹7,714.41",₹0.00,3,0,3,0
19/04/26,"₹7,724.00",₹0.00,3,0,3,0,"₹2,574.67",₹0.00,1.00,0.00,"₹2,574.67",₹0.00,657,5,287,1,944,6,459,2,216,1,675,3,99.17%,100.00%,0.44%,0.00%,0.44%,0.00%,194,194,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
20/04/26,"₹1,998.00",₹0.00,2,0,2,0,₹999.00,₹0.00,1.00,0.00,₹999.00,₹0.00,522,3,263,0,785,3,371,3,192,0,563,3,100.00%,100.00%,0.36%,0.00%,0.36%,0.00%,194,194,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,155.54",₹0.00,5,0,5,0
21/04/26,"₹2,148.00",₹0.00,1,0,1,0,"₹2,148.00",₹0.00,1.00,0.00,"₹2,148.00",₹0.00,595,9,312,1,907,10,430,8,221,1,651,9,99.75%,100.00%,0.15%,0.00%,0.15%,0.00%,193,193,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
22/04/26,"₹3,121.00",₹0.00,2,0,2,0,"₹1,560.50",₹0.00,1.00,0.00,"₹1,560.50",₹0.00,539,11,261,1,800,12,407,6,206,1,613,7,99.04%,100.00%,0.33%,0.00%,0.33%,0.00%,191,191,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹1,439.83",₹0.00,1,0,1,0
23/04/26,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,605,8,292,2,897,10,418,8,222,2,640,10,99.87%,100.00%,0.00%,0.00%,0.00%,0.00%,191,191,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹4,502.16",₹0.00,3,0,3,0
24/04/26,"₹3,585.00",₹0.00,2,0,2,0,"₹1,792.50",₹0.00,1.00,0.00,"₹1,792.50",₹0.00,530,9,291,1,821,10,392,6,224,1,616,7,98.93%,71.43%,0.32%,0.00%,0.32%,0.00%,191,191,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
25/04/26,"₹3,746.00",₹0.00,1,0,1,0,"₹3,746.00",₹0.00,1.00,0.00,"₹3,746.00",₹0.00,517,4,219,0,736,4,386,4,174,0,560,4,99.85%,100.00%,0.18%,0.00%,0.18%,0.00%,191,191,2,0,200.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹3,038.14",₹0.00,2,0,2,0
26/04/26,₹249.00,₹0.00,1,0,1,0,₹249.00,₹0.00,1.00,0.00,₹249.00,₹0.00,585,6,308,0,893,6,418,5,244,0,662,5,99.38%,50.00%,0.15%,0.00%,0.15%,0.00%,191,191,3,0,300.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
27/04/26,"₹3,399.00",₹0.00,2,0,2,0,"₹1,699.50",₹0.00,1.00,0.00,"₹1,699.50",₹0.00,689,4,301,1,990,5,470,4,227,1,697,5,99.77%,100.00%,0.29%,0.00%,0.29%,0.00%,191,191,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
28/04/26,"₹6,060.00","₹2,017.00",3,1,3,1,"₹2,020.00","₹2,017.00",1.00,1.00,"₹2,020.00","₹2,017.00",644,13,297,1,941,14,462,7,234,1,696,8,99.77%,83.33%,0.43%,12.50%,0.43%,12.50%,190,190,1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹11,432.42","₹1,709.32",7,1,7,1
29/04/26,"₹3,746.00",₹0.00,1,0,1,0,"₹3,746.00",₹0.00,1.00,0.00,"₹3,746.00",₹0.00,613,3,361,2,974,5,456,3,245,2,701,5,99.66%,100.00%,0.14%,0.00%,0.14%,0.00%,190,190,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
30/04/26,"₹7,271.00",₹0.00,1,0,1,0,"₹7,271.00",₹0.00,1.00,0.00,"₹7,271.00",₹0.00,623,14,289,1,912,15,443,6,235,1,678,7,99.63%,100.00%,0.15%,0.00%,0.15%,0.00%,189,189,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
01/05/26,"₹6,475.00",₹0.00,3,0,3,0,"₹2,158.33",₹0.00,1.00,0.00,"₹2,158.33",₹0.00,664,7,344,1,"1,008",8,463,6,245,1,708,7,99.89%,100.00%,0.42%,0.00%,0.42%,0.00%,188,188,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
02/05/26,"₹4,348.00","₹4,348.00",1,1,1,1,"₹4,348.00","₹4,348.00",1.00,1.00,"₹4,348.00","₹4,348.00",619,15,280,3,899,18,437,5,214,3,651,8,99.75%,100.00%,0.15%,12.50%,0.15%,12.50%,188,188,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹14,823.73",₹0.00,5,0,5,0
03/05/26,"₹6,247.00",₹0.00,3,0,3,0,"₹2,082.33",₹0.00,1.00,0.00,"₹2,082.33",₹0.00,563,6,295,1,858,7,406,5,218,1,624,6,99.48%,100.00%,0.48%,0.00%,0.48%,0.00%,188,188,2,0,66.67%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
04/05/26,"₹4,230.00",₹0.00,2,0,2,0,"₹2,115.00",₹0.00,1.00,0.00,"₹2,115.00",₹0.00,563,5,338,0,901,5,419,3,242,0,661,3,99.88%,100.00%,0.30%,0.00%,0.30%,0.00%,188,188,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,577.14","₹3,684.75",5,1,5,1
05/05/26,"₹7,908.00",₹0.00,3,0,3,0,"₹2,636.00",₹0.00,1.00,0.00,"₹2,636.00",₹0.00,628,7,310,1,938,8,468,6,236,1,704,7,99.53%,100.00%,0.43%,0.00%,0.43%,0.00%,188,188,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
06/05/26,"₹3,395.00",₹0.00,2,0,2,0,"₹1,697.50",₹0.00,1.00,0.00,"₹1,697.50",₹0.00,591,10,328,1,919,11,455,8,246,1,701,9,99.29%,100.00%,0.29%,0.00%,0.29%,0.00%,187,187,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,125.43",₹0.00,5,0,5,0
07/05/26,"₹2,573.00",₹0.00,1,0,1,0,"₹2,573.00",₹0.00,1.00,0.00,"₹2,573.00",₹0.00,564,5,413,1,977,6,451,5,284,1,735,6,99.78%,100.00%,0.14%,0.00%,0.14%,0.00%,187,187,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
08/05/26,"₹10,934.00",₹0.00,3,0,3,0,"₹3,644.67",₹0.00,1.00,0.00,"₹3,644.67",₹0.00,639,8,389,2,"1,028",10,500,7,306,2,806,9,98.42%,100.00%,0.37%,0.00%,0.37%,0.00%,186,186,2,0,66.67%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹12,886.44",₹0.00,5,0,5,0
09/05/26,"₹5,474.00",₹0.00,2,0,2,0,"₹2,737.00",₹0.00,1.00,0.00,"₹2,737.00",₹0.00,659,5,420,0,"1,079",5,494,5,325,0,819,5,99.40%,100.00%,0.24%,0.00%,0.24%,0.00%,186,186,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
10/05/26,"₹2,344.00",₹0.00,1,0,1,0,"₹2,344.00",₹0.00,1.00,0.00,"₹2,344.00",₹0.00,687,3,365,2,"1,052",5,521,2,286,1,807,3,99.59%,100.00%,0.12%,0.00%,0.12%,0.00%,186,186,4,0,400.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
11/05/26,"₹1,699.00",₹0.00,1,0,1,0,"₹1,699.00",₹0.00,1.00,0.00,"₹1,699.00",₹0.00,652,5,465,1,"1,117",6,512,5,366,1,878,6,99.81%,100.00%,0.11%,0.00%,0.11%,0.00%,186,186,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
